Name,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,solubility_mg_L
"disodium bis[(oxoboranyl)oxy]bicyclo[5.5.1]hexaboroxane-3,5-bis(olate)",588.5120000000004,-40.87319999999999,60.487200000000016,38.0,24.0,0.0,38.0,0.0,224.0,0.0,0.0,0.0,0.0,679.4399999999996,258.64660688692254,-1.411764704221453e-08,223650.00000148997
sodium 2-phenoxyacetate,174.13099999999997,-3.180699999999997,36.94400000000001,12.0,3.0,0.0,4.0,3.0,58.0,1.0,0.0,0.0,1.0,49.36,92.6439880527488,1.2099996933750799e-06,223599.99999018552
"sodium 4-{[4-(diethylamino)phenyl][4-(diethyliminio)cyclohexa-2,5-dien-1-ylidene]methyl}benzene-1,3-disulfonate",566.6770000000004,1.2103900000000014,142.92339999999984,38.0,8.0,0.0,11.0,11.0,198.0,3.0,0.0,0.0,3.0,120.88,248.02040954439454,5.0699910505998875e-06,222149.99999853046
2-chlorophenol,128.558,2.0456000000000003,33.1168,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,20.23,52.528903098574645,3.1348615113454485,22659.999999105454
"4-bromo-1,2-dichlorobenzene",225.9,3.7559000000000013,44.162000000000006,9.0,0.0,0.0,3.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,71.90548317890165,3.171678030440915,21999.99999990663
butyldimethylamine,102.20099999999998,-0.0689999999999995,32.58569999999998,7.0,0.0,1.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,4.44,46.323795270015964,2.678257743164726,22000.000000631582
tetrasodium 4-hydroxy-7-[({5-hydroxy-7-sulfonato-6-[(E)-2-(6-sulfonatonaphthalen-2-yl)diazen-1-yl]naphthalen-2-yl}carbamoyl)amino]-3-[(E)-2-(6-sulfonatonaphthalen-2-yl)diazen-1-yl]naphthalene-2-sulfonate,1060.8980000000001,-8.280600000000032,233.57509999999985,70.0,19.0,4.0,29.0,10.0,336.0,5.0,0.0,3.0,8.0,352.84999999999985,486.5006182672992,2.664495932621345e-06,217999.99998823585
2-[1-(aminomethyl)cyclohexyl]acetic acid hydrochloride,207.701,-1.513199999999998,47.93720000000002,13.0,2.0,2.0,4.0,3.0,78.0,0.0,1.0,1.0,1.0,63.32,86.58649496077066,0.0,216999.99997581547
guanidine hydrochloride,95.53300000000002,-4.04493,17.213500000000003,5.0,1.0,3.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,75.89,37.74227504316472,-4.4999999250000016e-08,2149999.9999517826
"ethane-1,2-diyl bis(3-oxobutanoate)",230.21599999999995,0.03100000000000014,52.51400000000003,16.0,6.0,0.0,6.0,7.0,90.0,0.0,0.0,0.0,0.0,86.74000000000002,92.89690891658785,3.528183937290597,213000.00002344965
sodium 4-aminobenzene-1-sulfonate,195.17499999999995,-2.8230999999999984,38.81760000000001,12.0,4.0,1.0,6.0,1.0,60.0,1.0,0.0,0.0,1.0,83.22,92.81332944926226,1.2099997657000466e-06,212999.99999901289
"1,3,5-trioxane",90.078,-0.07769999999999999,17.855999999999995,6.0,3.0,0.0,3.0,0.0,36.0,0.0,1.0,1.0,1.0,27.69,35.80393979161419,2.0,211999.99997755798
manganese(2+) ion hydrogen phosphate,150.916,-2.1951,9.8253,6.0,3.0,1.0,6.0,0.0,37.0,0.0,0.0,0.0,0.0,83.41999999999999,44.90224111671682,0.0,210999.99999553605
zinc(2+) ion sulfate,179.468,-2.1652,14.0884,7.0,4.0,0.0,7.0,0.0,40.0,0.0,0.0,0.0,0.0,111.76,53.370264022706834,-7.999999835000003e-08,211000.00002084704
disodium oxosilanebis(olate),122.06299999999999,-8.8696,6.440499999999999,6.0,3.0,0.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,63.19,81.24068428325154,-4.4999999250000016e-08,209999.99998956497
"sodium 2-{2-[(2,6-dichlorophenyl)amino]phenyl}acetate",318.135,0.03340000000000215,74.89770000000003,20.0,3.0,1.0,6.0,4.0,98.0,2.0,0.0,0.0,2.0,52.16,148.7439316666773,1.9999988342506994e-06,21300.000001004624
"disodium 3,3'-[[6-[bis(2-hydroxyethyl)amino]-1,3,5-triazine-2,4-diyl]bis[imino(3-methoxy-4,1-phenylene)azo]]bis[benzenesulphonate]",838.7929999999999,-1.1859999999999935,195.9273999999997,57.0,20.0,4.0,24.0,17.0,288.0,5.0,0.0,0.0,5.0,288.73,371.1611195282808,4.351240756195504e-06,21029.999999690608
"2-ethyl-2-{[2-ethyl-3-hydroxy-2-(hydroxymethyl)propoxy]methyl}propane-1,3-diol",250.33499999999992,-0.2350000000000002,64.61020000000006,17.0,5.0,4.0,5.0,10.0,104.0,0.0,0.0,0.0,0.0,90.15,103.04409452448317,4.276302630183746,20999.99999914181
methyl 3-sulfanylpropanoate,120.17300000000002,0.4792999999999999,30.48599999999999,7.0,3.0,1.0,3.0,2.0,42.0,0.0,0.0,0.0,0.0,26.3,48.26421136397174,3.002590528674132,21000.000000273383
sodium 4-[(4-methyl-3-nitrobenzoyl)amino]benzenesulfonate,358.30700000000013,-0.9363799999999988,80.19180000000003,24.0,6.0,1.0,10.0,4.0,120.0,2.0,0.0,0.0,2.0,129.44,159.62477719325844,2.879997446402329e-06,21000.00000148876
(4-methyl-1H-imidazol-5-yl)methanol,112.132,0.21041999999999994,29.24749999999999,8.0,2.0,2.0,3.0,1.0,44.0,1.0,0.0,0.0,1.0,48.91,47.384329502447,2.9225183083630872,207999.9999942497
potassium dihydrogenorthophosphate,136.084,-4.5566,12.0441,6.0,2.0,2.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,80.59,77.22918553985866,0.0,208000.00000570828
prop-2-enal,56.06399999999999,0.3713,16.261,4.0,1.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,17.07,24.941054324482284,2.7320508075688776,207999.99999483052
cerium(+3) cation; hydrogen sulfate; sulfate; tetrahydrate,405.3100000000002,-5.6321999999999965,37.25580000000001,15.0,7.0,1.0,15.0,0.0,97.0,0.0,0.0,0.0,0.0,283.69,118.44965855557304,-1.2799999947199997e-08,207000.00001706675
azane; molybdenum; tetracosahydrate,1206.1260000000007,-18.8383,116.86379999999984,37.0,6.0,6.0,37.0,0.0,282.0,0.0,0.0,0.0,0.0,966.0,312.43767886799753,-0.0,206499.9999961676
ammonium perchlorate,117.488,-4.3798,5.9848,6.0,4.0,1.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,128.74,36.147652553136226,0.0,205900.0000216703
"Cuprate(6-), [2-[[[[3-[[4-chloro-6-[[4-[[4-chloro-6-[(3-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,5-disulfophenyl]amino]-1,3,5-triazin-2-yl]amino]-2-hydroxy-5-sulfophenyl]azo]phenylmethyl]azo]-5-sulfobenzoato(8-)]-, pentasodium hydrogen, (SP-4-3)-",1371.4029999999998,-14.169300000000007,256.85029999999983,83.0,30.0,4.0,45.0,17.0,411.0,6.0,0.0,1.0,7.0,525.8299999999998,601.5919310125404,9.841418375877678e-06,205000.00000544448
2-methylprop-2-enamide,85.10600000000002,0.047800000000000176,24.008399999999995,6.0,1.0,1.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,43.09,36.6458871358916,3.5677034550432034,202000.00000746772
"hexasodium 2-{[4-(diethylamino)-6-({4-[(E)-2-(4-{[4-(diethylamino)-6-[(2,5-disulfonatophenyl)amino]-1,3,5-triazin-2-yl]amino}-2-sulfonatophenyl)ethenyl]-3-sulfonatophenyl}amino)-1,3,5-triazin-2-yl]amino}benzene-1,4-disulfonate",1305.1520000000005,-15.657599999999931,262.38199999999983,82.0,30.0,4.0,42.0,22.0,408.0,6.0,0.0,0.0,6.0,475.1399999999999,604.9659100186319,1.0934986967641048e-05,201100.00001076527
2-(methylamino)-1-phenylpropan-1-ol hydrochloride,201.697,-1.5555999999999983,51.03550000000004,13.0,2.0,2.0,3.0,3.0,74.0,1.0,0.0,0.0,1.0,32.26,86.87315913493241,0.0,199999.9999951019
sodium 3-nitrobenzene-1-sulfonate,225.15699999999995,-2.4970999999999988,41.059600000000025,14.0,5.0,0.0,8.0,2.0,70.0,1.0,0.0,0.0,1.0,100.34,102.12641447474931,1.6899995544251203e-06,200000.0000033944
"2,6,6-trimethylcyclohex-2-ene-1,4-dione",152.19299999999996,1.5008,42.169000000000025,11.0,2.0,0.0,2.0,0.0,60.0,0.0,0.0,1.0,1.0,34.14,66.28639795737645,3.054290082931889,20159.99999905738
2-[4-(2-hydroxyethoxy)but-2-ynoxy]ethanol,174.19599999999997,-0.9924000000000002,43.58560000000002,12.0,4.0,2.0,4.0,6.0,70.0,0.0,0.0,0.0,0.0,58.92,72.10862918387086,3.0081985082069003,1000000.0000884008
"2-hydroxy-3,5-dinitrobenzoic acid",228.11599999999999,0.9067999999999998,48.3749,16.0,6.0,2.0,9.0,3.0,84.0,1.0,0.0,0.0,1.0,143.81,86.85228628332895,3.5727545380551327,19999.99999948795
2-phenylethan-1-ol,122.16699999999996,1.2214,37.23180000000001,9.0,1.0,1.0,1.0,2.0,48.0,1.0,0.0,0.0,1.0,20.23,54.95552110048618,2.61489994009295,19999.999998618856
ethenyl acetate,86.09,0.693,21.96299999999999,6.0,2.0,0.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,26.3,36.41954166838576,3.0464890809109337,19999.99999787595
salicylonitrile,119.12299999999999,1.26388,32.8218,9.0,2.0,1.0,2.0,0.0,44.0,1.0,0.0,0.0,1.0,44.02,52.9831586675583,3.199326438626795,20000.000000613043
"sodium 1-amino-4-bromo-9,10-dioxo-9,10-dihydroanthracene-2-sulfonate",404.1730000000002,-1.2851999999999997,79.8246,23.0,6.0,1.0,9.0,1.0,112.0,2.0,0.0,1.0,3.0,117.36,161.78506853631924,1.9199988338673958e-06,19999.999998924293
trimethylsilane,73.19099999999997,1.3705999999999998,23.34599999999999,4.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,29.44679712080307,2.3237900077244498,20000.000002257373
"2-benzofuran-1,3-dione; 2-(2-hydroxyethoxy)ethanol",254.238,-0.015200000000000102,61.17860000000004,18.0,6.0,2.0,6.0,4.0,98.0,1.0,0.0,1.0,2.0,93.06,103.75965796936994,2.033766186987436e-07,10000.000000837772
"disodium (4Z)-3-hydroxy-4-[2-(2-hydroxy-3,5-dinitrophenyl)hydrazin-1-ylidene]cyclohexa-2,5-dien-1-one 4-nitroaniline 3-aminobenzene-1-sulfonate 5-amino-2-(phenylamino)benzene-1-sulfonate iron",995.6510000000003,-1.1707999999999907,222.20079999999984,65.0,21.0,7.0,29.0,9.0,332.0,5.0,0.0,1.0,6.0,415.83,422.85535214683296,8.711716859680679e-07,2960.0000000871883
benzoic acid,122.12299999999996,1.3848,33.4013,9.0,1.0,1.0,2.0,1.0,46.0,1.0,0.0,0.0,1.0,37.3,52.75210108613336,2.981454614041131,2930.000000134917
"6-hydroxy-1,4-dihydropyrimidin-4-one",112.088,-0.5245000000000002,26.5225,8.0,3.0,2.0,4.0,0.0,42.0,1.0,0.0,0.0,1.0,65.97999999999999,44.82645493362977,3.277417459528498,2899.999999765336
benzyl formate,136.14999999999998,1.3596,37.295000000000016,10.0,2.0,0.0,2.0,3.0,52.0,1.0,0.0,0.0,1.0,26.3,59.436354677840825,2.4987708532837547,2890.0000001293342
1-ethoxybutane,102.177,1.823,31.400999999999986,7.0,1.0,0.0,1.0,4.0,44.0,0.0,0.0,0.0,0.0,9.23,45.67750682931947,2.4474728878763443,2880.000000227064
"1,1,3,3-tetramethylbutyl hydroperoxide",466.4350000000002,2.4263000000000003,119.7576,33.0,12.0,1.0,13.0,7.0,166.0,4.0,0.0,0.0,4.0,158.15999999999997,187.83804112697413,1.718091456638806,2799.99999997005
1-carbamimidamido-N-(2-methylphenyl)methanimidamide,191.238,0.21462000000000026,58.2712,14.0,1.0,3.0,5.0,1.0,74.0,1.0,0.0,0.0,1.0,102.78,82.33654652544519,2.9777358315168203,2749.999999940571
2-(5-ethenyl-5-methyloxolan-2-yl)propan-2-ol,170.25199999999995,1.881,49.00680000000003,12.0,2.0,1.0,2.0,2.0,70.0,0.0,1.0,1.0,1.0,29.46,74.23607485338843,2.6254766272838324,2700.000000248697
N-(2-methylphenyl)-3-oxobutanamide,191.23,1.91262,55.10670000000002,14.0,2.0,1.0,3.0,3.0,74.0,1.0,0.0,0.0,1.0,46.17,83.12902007517556,2.649628786208871,2699.999999846935
[1-(carbamoylamino)-2-methylpropyl]urea,174.20399999999995,-0.694899999999999,44.06419999999999,12.0,2.0,4.0,6.0,3.0,70.0,0.0,0.0,0.0,0.0,110.23999999999998,70.66651156114162,4.0396960957048975,2700.0000001052144
"2-Chloro-1,1-difluoroethane",100.495,1.4903,16.724,5.0,0.0,0.0,3.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,33.738530174960296,2.5395388613593903,11999.999999467915
"2,2'-(1,3-phenylene)dipropan-2-ol",194.274,2.1414000000000004,56.931600000000046,14.0,2.0,2.0,2.0,2.0,78.0,1.0,0.0,0.0,1.0,40.46,85.20952331026862,3.148163892365612,2660.0000002012853
2-ethyl-6-methylaniline,135.20999999999995,2.13962,44.96940000000002,10.0,1.0,1.0,1.0,1.0,54.0,1.0,0.0,0.0,1.0,26.02,61.866120159699506,3.14303948130643,2659.999999752388
calcium sulfate,136.141,-1.7188,16.2286,6.0,4.0,0.0,6.0,0.0,32.0,0.0,0.0,0.0,0.0,80.25999999999998,65.1219505469518,0.0,2619.999999969918
N-(4-methoxyphenyl)-3-oxobutanamide,207.229,1.6127999999999998,56.92170000000002,15.0,3.0,1.0,4.0,4.0,80.0,1.0,0.0,0.0,1.0,55.4,88.24256530468249,2.5685736527852465,2600.000000050141
"2-methyl-4-phenyl-1,3-dioxolane",164.20399999999995,2.1205,45.68200000000003,12.0,2.0,0.0,2.0,1.0,64.0,1.0,1.0,1.0,2.0,18.46,72.11243088256793,2.113241499000559,2569.9999998200915
3-methyl-5-propylcyclohex-2-en-1-one,152.23699999999997,2.7119000000000013,46.39600000000003,11.0,1.0,0.0,1.0,2.0,62.0,0.0,0.0,1.0,1.0,17.07,68.4898179717293,2.4987822319247064,2569.999999849113
4-cyanophenyl acetate,161.16,1.48358,42.46600000000002,12.0,3.0,0.0,3.0,1.0,60.0,1.0,0.0,0.0,1.0,50.09,70.19387647370614,2.795385187635226,2560.000000026471
"(2S)-2-(1,3-dioxoisoindol-2-yl)pentanedioic acid",277.232,0.6006000000000002,65.23560000000002,20.0,4.0,2.0,7.0,5.0,104.0,1.0,0.0,1.0,2.0,111.98000000000002,112.97455634151449,2.3210892317941423,9919.99999993476
1-Methyl-4-propan-2-ylcyclohexene,276.50800000000004,6.7776000000000085,91.87200000000007,20.0,0.0,0.0,0.0,2.0,116.0,0.0,0.0,2.0,2.0,0.0,127.28811398346735,1.999999957800001e-07,0.8840000000573276
"1,1-dichloroethene",96.944,1.9352,20.846,4.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,35.02112256380525,2.8030394876740514,2499.99999988727
(6R)-3-methyl-6-(propan-2-yl)cyclohex-2-en-1-one,152.237,2.567800000000001,46.32600000000002,11.0,1.0,0.0,1.0,1.0,62.0,0.0,0.0,1.0,1.0,17.07,68.4898179717293,2.68372322265692,2479.0000002167662
"(2S,5R)-6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",216.262,-0.5394000000000001,51.70320000000001,14.0,4.0,2.0,6.0,1.0,78.0,0.0,2.0,2.0,2.0,83.63,85.62229586641224,2.316550247997115,2460.00000024371
"boron(+3) cation; N,N-dimethyloctan-1-amine; trichloride",274.472,-6.460300000000005,57.68400000000005,15.0,1.0,0.0,5.0,7.0,92.0,0.0,0.0,0.0,0.0,3.24,116.56495384053656,-8.333332564583407e-08,0.9400000000164792
2-chlorobenzenethiol,144.62599999999995,2.6287000000000003,38.704000000000015,8.0,1.0,1.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,58.88973600978036,3.1348615113454485,2400.000000211643
3-aminopyrazine-2-carboxylic acid,139.11399999999998,-0.24300000000000016,33.40369999999999,10.0,4.0,2.0,5.0,1.0,52.0,1.0,0.0,0.0,1.0,89.1,56.53128774503908,3.1529414466808685,2400.0000001371945
[(2-chlorophenyl)methyl]dimethylamine,169.65499999999997,2.4016,48.84300000000003,11.0,1.0,0.0,2.0,2.0,60.0,1.0,0.0,0.0,1.0,3.24,72.58932935977181,2.7755013203964274,2400.000000002173
"calcium diethyl bis[[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]phosphonate]",694.8400000000001,7.7734000000000085,182.64059999999938,45.0,8.0,2.0,11.0,8.0,252.0,2.0,0.0,0.0,2.0,139.18,301.9687292915333,8.41739103707625e-07,2400.0000000255513
"diallyl oxydiethane-2,1-diyl biscarbonate",274.26899999999995,1.6814,65.81300000000005,19.0,7.0,0.0,7.0,10.0,108.0,0.0,0.0,0.0,0.0,80.29,111.26517856944565,3.2632964780482347,2359.999999960941
oct-7-en-1-ol,128.215,2.1152,40.3678,9.0,1.0,1.0,1.0,6.0,54.0,0.0,0.0,0.0,0.0,20.23,57.39847654861757,2.663883887398184,2310.5000002261186
benzenesulfonyl chloride,176.62400000000005,1.6141,39.480800000000016,10.0,2.0,0.0,4.0,1.0,54.0,1.0,0.0,0.0,1.0,34.14,63.863870981361075,3.2186466288823383,2299.999999901981
"3-[(2-isopropyl-5-methylcyclohexyl)oxy]propane-1,2-diol",230.34799999999998,1.817,64.17560000000006,16.0,3.0,2.0,3.0,5.0,96.0,0.0,1.0,1.0,1.0,49.69,98.81473798095853,2.4426551723460426,2270.000000227507
3-hydroxy-4-methoxybenzaldehyde,152.14899999999997,1.2132999999999998,40.046300000000016,11.0,3.0,1.0,3.0,2.0,58.0,1.0,0.0,0.0,1.0,46.53,64.23058843003683,3.0854525021372017,2270.000000041659
4-methylbenzaldehyde,120.15099999999998,1.80752,36.56650000000001,9.0,1.0,0.0,1.0,1.0,46.0,1.0,0.0,0.0,1.0,17.07,54.32280944833394,3.009781947786601,2270.000000178673
4-amino-3-nitrophenol,154.125,0.8825999999999998,39.17360000000001,11.0,4.0,2.0,5.0,1.0,58.0,1.0,0.0,0.0,1.0,89.38999999999999,62.218503291205494,3.232208870305491,2259.999999773045
2-nitrophenol,139.11,1.3004000000000002,34.7612,10.0,3.0,1.0,4.0,1.0,52.0,1.0,0.0,0.0,1.0,63.37,56.87861259419278,3.1529414466808685,2189.9999998756907
"2,4,6-trimethylcyclohex-3-ene-1-carbaldehyde",152.23699999999997,2.4237,46.25600000000003,11.0,1.0,0.0,1.0,1.0,62.0,0.0,0.0,1.0,1.0,17.07,68.4898179717293,2.7622572898218296,2180.000000005982
5-pentyloxolan-2-one,156.225,2.2723000000000004,43.25600000000002,11.0,2.0,0.0,2.0,4.0,64.0,0.0,1.0,1.0,1.0,26.3,67.92802411902383,2.0359306195731133,2180.000000174889
"1-(2,6-dimethylphenoxy)acetone",178.231,2.2712400000000006,52.09200000000003,13.0,2.0,0.0,2.0,3.0,70.0,1.0,0.0,0.0,1.0,26.3,78.53118102103066,2.8069205617428654,2149.999999910854
"2,5-dimethoxyaniline",153.18099999999995,1.286,43.95840000000002,11.0,3.0,1.0,3.0,2.0,60.0,1.0,0.0,0.0,1.0,44.48,65.72826850431666,2.9929629518415934,2120.000000197188
"N-(2,4-dimethylphenyl)-3-oxobutanamide",205.257,2.2210400000000003,59.84370000000003,15.0,2.0,1.0,3.0,3.0,80.0,1.0,0.0,0.0,1.0,46.17,89.49396218957216,2.7237155741065955,2100.0000000476653
N-(2-methoxy-5-methylphenyl)acetamide,179.21899999999997,1.96202,52.03470000000002,13.0,2.0,1.0,3.0,2.0,70.0,1.0,0.0,0.0,1.0,38.33,77.71610109024208,3.0053870485403893,2099.9999999962747
"5-methyl-2-phenyl-2,3-dihydro-1H-pyrazol-3-one",174.203,1.7992,51.65400000000002,13.0,2.0,0.0,3.0,1.0,66.0,1.0,0.0,1.0,2.0,32.67,76.6721546998964,2.3262386182068613,2069.999999949446
heptanal,114.18799999999999,2.1557000000000004,34.822999999999986,8.0,1.0,0.0,1.0,5.0,48.0,0.0,0.0,0.0,0.0,17.07,51.09042581425296,2.616293090417985,2029.999999774911
tert-butyl prop-2-enoate,128.17099999999996,1.5141,36.042,9.0,2.0,0.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,26.3,55.51436801157558,3.7363942918127857,2010.0000000353284
"2-Hydroxy-N,N-dimethylpropanamide",117.148,-0.5446000000000002,30.374799999999986,8.0,2.0,1.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,40.54,48.914609007859106,3.6512335789336894,5000000.000022206
azanium 2-hydroxyacetate,93.082,-1.8952,18.0776,6.0,3.0,2.0,4.0,1.0,38.0,0.0,0.0,0.0,0.0,96.86,34.98993311060856,0.0,4675000.000484022
"1,1'-binaphthalene-8,8'-dicarboxylic acid",342.35000000000014,5.056400000000003,100.80860000000006,26.0,2.0,2.0,4.0,3.0,126.0,4.0,0.0,0.0,4.0,74.6,148.49322232230418,2.186944659164913,2000.000000181243
2-methylpropyl prop-2-enoate,128.17099999999996,1.3716000000000002,35.99399999999999,9.0,2.0,0.0,2.0,3.0,52.0,0.0,0.0,0.0,0.0,26.3,55.51436801157558,3.2725014723788197,1999.999999834864
3-phenylbutanal,148.20499999999996,2.3791,45.53800000000002,11.0,1.0,0.0,1.0,3.0,58.0,1.0,0.0,0.0,1.0,17.07,67.05269367712717,2.6800973207482444,2000.0000001962626
4-amino-3-methylphenol,123.155,1.2828199999999998,37.2562,9.0,2.0,2.0,2.0,0.0,48.0,1.0,0.0,0.0,1.0,46.25,53.930469683102295,3.171678030440916,1999.9999999865693
methyl 2-oxo-2-phenylacetate,164.16,1.0423,42.78850000000002,12.0,3.0,0.0,3.0,2.0,62.0,1.0,0.0,0.0,1.0,43.37000000000001,69.96281889228119,2.8613130880094118,1999.9999998514413
disodium 6-amino-3-sulfo-2-[(E)-2-{4-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]phenyl}diazen-1-yl]naphthalen-1-olate,571.5040000000002,-1.514799999999996,126.8202,38.0,11.0,2.0,16.0,6.0,184.0,4.0,0.0,0.0,4.0,210.09,261.3390074670523,2.534997501294221e-06,198000.00001848512
4-(aminomethyl)-2-methoxyphenol hydrochloride,188.634,1.5489999999999997,48.40320000000002,12.0,3.0,2.0,4.0,2.0,67.0,1.0,0.0,0.0,1.0,55.48,77.56205027955521,1.209999748283388e-06,197000.00001452345
"disodium 4-{4-[(E)-2-[5-(2-bromoprop-2-enamido)-2-sulfonatophenyl]diazen-1-yl]-3-methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl}-2,5-dichlorobenzene-1-sulfonate",699.2560000000003,-2.468299999999994,134.4260999999999,39.0,11.0,1.0,20.0,7.0,196.0,2.0,0.0,1.0,3.0,200.89,284.8507856700168,3.8024962222038873e-06,196999.99999220317
"hexasodium 6,13-dichloro-3,10-bis({[2-({4-chloro-6-[(2,4-disulfonatophenyl)amino]-1,3,5-triazin-2-yl}amino)ethyl]amino})-5,12-dioxa-7,14-diazapentacene-4,11-disulfonate",1492.8639999999998,-15.231999999999955,281.9874000000002,90.0,34.0,6.0,50.0,20.0,444.0,7.0,0.0,2.0,9.0,535.9000000000002,661.3221496285123,3.5266609518152717e-06,197000.00000549265
"tris(2-hydroxypropan-1-aminium) 2-hydroxypropane-1,2,3-tricarboxylate",267.23400000000004,-1.9225999999999992,57.82640000000002,18.0,6.0,6.0,9.0,6.0,106.0,0.0,0.0,0.0,0.0,178.38,102.46024485465574,0.0,1948999.9999670638
"2-methylbenzene-1,3-diol",124.13899999999997,1.4062199999999998,34.5086,9.0,2.0,2.0,2.0,0.0,48.0,1.0,0.0,0.0,1.0,40.46,53.384812738285596,3.2478347337367035,193499.99998010078
2-methylbut-3-en-2-ol,86.134,0.9433,26.49479999999999,6.0,1.0,1.0,1.0,1.0,36.0,0.0,0.0,0.0,0.0,20.23,38.30365020542773,3.44599121351884,193299.9999885261
dilithium adipate,158.00799999999995,-7.945400000000004,28.481999999999992,12.0,4.0,0.0,6.0,5.0,58.0,0.0,0.0,0.0,0.0,80.25999999999998,95.07060435615699,-4.0499994510000775e-07,191999.99999478925
dilithium(1+) ion decanedioate,214.11599999999999,-6.384999999999998,46.95000000000002,16.0,4.0,0.0,6.0,9.0,82.0,0.0,0.0,0.0,0.0,80.25999999999998,120.53037281374344,-8.449997543000734e-07,192000.0000122017
dilithium(1+) ion nonanedioate,200.08900000000003,-6.7751,42.33300000000001,15.0,4.0,0.0,6.0,8.0,76.0,0.0,0.0,0.0,0.0,80.25999999999998,114.16543069934684,-7.199998222500451e-07,192000.0000075372
"7-amino-4-hydroxy-3-[[4-[(4-sulphophenyl)azo]phenyl]azo]naphthalene-2-sulphonic acid, compound with 2,2',2''-nitrilotriethanol (1:2)",825.9199999999997,0.3546000000000025,208.03759999999957,56.0,18.0,10.0,22.0,18.0,308.0,3.0,0.0,1.0,4.0,328.8,323.6067466882286,4.448477876590582e-07,191000.00000705748
"disodium 7-[(dichloro-1,3,5-triazin-2-yl)amino]-4-hydroxy-3-(2-{4-[2-(sulfonatooxy)ethanesulfonyl]phenyl}diazen-1-yl)naphthalene-2-sulfonate",723.4620000000003,-2.641199999999996,145.02569999999986,44.0,16.0,2.0,23.0,10.0,222.0,4.0,0.0,0.0,4.0,253.42,304.045509221906,3.3749956215685056e-06,19099.999999719217
"2-hydroxypropanoic acid; 7-{[bis({[3-(diethylamino)propyl]amino})-1,3,5-triazin-2-yl]amino}-4-hydroxy-3-[(E)-2-(2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)diazen-1-yl]naphthalene-2-sulfonic acid",824.9660000000003,5.0451000000000015,222.7384999999996,58.0,16.0,9.0,21.0,20.0,314.0,5.0,0.0,0.0,5.0,286.7399999999999,335.15693324060345,1.1503966914993867e-06,188800.00000966122
tin(4+) disulfate,214.774,-1.7188,16.2286,6.0,4.0,0.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,80.25999999999998,52.08466540399562,0.0,188000.00002108156
"4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile",530.4560000000004,5.190380000000005,143.35569999999984,36.0,8.0,1.0,10.0,9.0,190.0,3.0,1.0,1.0,4.0,82.88,220.8076192908437,1.5708066366430866,6.999999999592987
acetaldehyde oxime,59.06800000000001,0.4663,15.9525,4.0,2.0,1.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,32.59,24.74778787976027,2.549193338482967,185000.00000208078
lithium(1+) ion bromide,86.845,-5.992000000000001,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,36.17874539828362,0.0,1829999.999882473
A mixture of RR and RS isomers of: (2-(2-methoxy-1-methyl)ethoxy)-1-methylethyl acetate; (2-(2-methoxy-2-methyl)ethoxy)-1-methylethyl acetate; (2-(2-methoxy-2-methyl)ethoxy)-2-methylethyl acetate; (2-(2-methoxy-1-methyl)ethoxy)-2-methylethyl acetate,190.239,1.3387,48.290000000000035,13.0,4.0,0.0,4.0,7.0,78.0,0.0,0.0,0.0,0.0,44.76000000000001,79.16094573156681,3.4182863869895925,182999.99998373067
